EmployeeID,Data,Injected,Detected,Classification,BaselineEntry,BaselineExit,Entrada,Saida,DeltaEntrada,DeltaSaida
E1091,2025-08-05,False,True,FP,520.8333333333334,1049.9,09:12:00,17:22:00,31.0,-7.0
E1092,2025-04-07,True,False,FN,523.3666666666667,1044.1333333333334,08:50:00,17:46:00,,
E1092,2025-09-01,True,False,FN,523.3666666666667,1044.1333333333334,08:28:00,17:34:00,,
E1093,2025-03-03,True,False,FN,525.8,1059.0666666666666,08:39:00,17:11:00,,
E1093,2025-03-11,True,False,FN,525.8,1059.0666666666666,08:49:00,18:02:00,,
E1093,2025-03-12,False,True,FP,525.8,1059.0666666666666,08:11:00,17:52:00,-34.0,12.0
E1093,2025-06-25,True,False,FN,525.8,1059.0666666666666,08:57:00,17:13:00,,
E1093,2025-06-30,True,False,FN,525.8,1059.0666666666666,08:34:00,17:10:00,,
E1093,2025-07-02,True,False,FN,525.8,1059.0666666666666,08:44:00,17:23:00,,
E1093,2025-08-07,True,False,FN,525.8,1059.0666666666666,09:01:00,17:30:00,,
E1093,2025-08-22,True,False,FN,525.8,1059.0666666666666,09:04:00,17:27:00,,
E1094,2025-03-27,True,False,FN,513.8,1044.3666666666666,08:17:00,17:13:00,,
E1094,2025-05-27,True,False,FN,513.8,1044.3666666666666,08:26:00,16:56:00,,
E1094,2025-07-07,True,False,FN,513.8,1044.3666666666666,09:01:00,17:22:00,,
E1094,2025-08-22,True,False,FN,513.8,1044.3666666666666,08:32:00,17:00:00,,
E1094,2025-09-02,True,False,FN,513.8,1044.3666666666666,08:37:00,16:59:00,,
E1095,2025-03-06,True,False,FN,520.2,1040.3666666666666,08:41:00,17:27:00,,
E1095,2025-04-30,True,False,FN,520.2,1040.3666666666666,08:15:00,17:41:00,,
E1095,2025-06-30,True,False,FN,520.2,1040.3666666666666,08:12:00,17:20:00,,
E1095,2025-09-11,True,False,FN,520.2,1040.3666666666666,09:01:00,17:09:00,,
E1096,2025-02-27,True,False,FN,527.2,1044.2666666666667,09:13:00,17:22:00,,
E1096,2025-03-24,True,False,FN,527.2,1044.2666666666667,08:42:00,17:46:00,,
E1096,2025-04-18,True,False,FN,527.2,1044.2666666666667,08:20:00,17:26:00,,
E1096,2025-06-17,True,False,FN,527.2,1044.2666666666667,08:57:00,17:05:00,,
E1096,2025-07-03,True,False,FN,527.2,1044.2666666666667,08:58:00,17:54:00,,
E1096,2025-07-09,True,False,FN,527.2,1044.2666666666667,08:44:00,17:53:00,,
E1096,2025-08-12,False,True,FP,527.2,1044.2666666666667,08:29:00,16:53:00,-18.0,-31.0
E1097,2025-03-19,True,False,FN,534.9,1058.5666666666666,09:21:00,17:55:00,,
E1097,2025-04-17,False,True,FP,534.9,1058.5666666666666,08:41:00,18:09:00,-13.0,30.0
E1097,2025-06-23,True,False,FN,534.9,1058.5666666666666,08:41:00,18:07:00,,
E1097,2025-07-03,True,False,FN,534.9,1058.5666666666666,08:45:00,17:14:00,,
E1097,2025-07-14,True,False,FN,534.9,1058.5666666666666,08:30:00,17:40:00,,
E1098,2025-03-13,False,True,FP,521.0,1060.4,08:11:00,17:04:00,-30.0,-36.0
E1098,2025-03-21,True,False,FN,521.0,1060.4,09:11:00,17:32:00,,
E1098,2025-04-25,True,False,FN,521.0,1060.4,09:06:00,17:37:00,,
E1098,2025-06-27,True,False,FN,521.0,1060.4,09:03:00,17:30:00,,
E1098,2025-07-23,False,True,FP,521.0,1060.4,08:03:00,17:33:00,-38.0,-7.0
E1098,2025-09-26,True,False,FN,521.0,1060.4,09:08:00,17:17:00,,
E1099,2025-04-11,True,False,FN,512.7,1049.6333333333334,08:55:00,17:28:00,,
E1099,2025-05-05,False,True,FP,512.7,1049.6333333333334,09:11:00,17:15:00,38.0,-14.0
E1099,2025-08-27,True,False,FN,512.7,1049.6333333333334,08:08:00,17:51:00,,
E1099,2025-08-29,False,True,FP,512.7,1049.6333333333334,08:25:00,18:04:00,-7.0,34.0
E1099,2025-09-30,True,False,FN,512.7,1049.6333333333334,08:45:00,17:54:00,,
E1100,2025-04-04,False,True,FP,527.6333333333333,1050.7,08:48:00,18:03:00,0.0,32.0
E1100,2025-04-29,False,True,FP,527.6333333333333,1050.7,08:13:00,17:38:00,-34.0,7.0
E1100,2025-05-16,False,True,FP,527.6333333333333,1050.7,08:14:00,17:11:00,-33.0,-19.0
E1100,2025-06-25,True,False,FN,527.6333333333333,1050.7,09:08:00,17:58:00,,
E1100,2025-07-04,True,False,FN,527.6333333333333,1050.7,08:34:00,17:09:00,,
E1100,2025-08-06,False,True,FP,527.6333333333333,1050.7,08:11:00,17:36:00,-36.0,5.0
E1100,2025-09-16,True,False,FN,527.6333333333333,1050.7,08:39:00,17:03:00,,
